smiles0,smiles1,charge0,charge1,natoms0,natoms1,system_id,group_orig,group_id,k_index,geom_id,cc_basis,cc_HF,cc_MP2_os,cc_MP2_ss,cc_CCSD_os,cc_CCSD_ss,cc_(T),cc_[T],cc_MP2_all,cc_CCSD(T)_all,cc_delta_CCSD(T),qz_HF,qz_MP2_os,qz_MP2_ss,qz_MP2_all,tz_HF,tz_MP2_os,tz_MP2_ss,tz_MP2_all,cbs_MP2_os,cbs_MP2_ss,cbs_MP2_all,cbs_CCSD(T)_all,espx_HF_es,espx_HF_hl,espx_HF_ovl,espx_MP2_es,espx_MP2_ovl,sapt_es,sapt_ex,sapt_exs2,sapt_ind,sapt_exind,sapt_disp,sapt_exdisp_os,sapt_exdisp_ss,sapt_delta_HF,sapt_all,nn_CCSD(T)_all,nn_CCSD(T)_all_05,nn_CCSD(T)_all_95,xyz,elements,elements_lists
CC=CC,CC=CC,0,0,12,12,11102,370K,1969520,105,49205725,avdz,0.00219,-0.00646,-0.006,-0.00469,-0.00564,-0.00174,-0.00181,-0.01028,-0.00988,0.00039,0.00216,-0.00644,-0.00601,-0.01029,0.00217,-0.00644,-0.00601,-0.01029,-0.00644,-0.00601,-0.01029,-0.0099,0.0022,0.0022,0.0,0.00184,0.0,0.00222,0.0,0.0,-4e-05,0.0,-0.01208,0.0,0.0,-0.00044,-0.01034,-0.01024,-0.01195,-0.0085,2.04188 -0.1514 -3.50066 2.09401 -0.27987 -5.0325 1.21619 -0.92725 -5.84136 0.01934 -1.65099 -5.26389 3.08244 -0.29058 -3.16235 1.40913 -0.91314 -3.01487 1.6986 0.84694 -3.18114 2.96596 0.1727 -5.5229 1.33771 -0.94127 -6.93252 -0.35587 -2.46551 -5.90606 -0.75509 -0.86819 -5.20002 0.19676 -2.0537 -4.25247 -2.39606 -1.04824 7.35254 -2.9181 -1.8616 6.16786 -2.8807 -1.58947 4.86974 -2.4186 -0.33528 4.27725 -3.14242 -1.00801 8.16366 -2.27315 -0.03396 6.93692 -1.43165 -1.37349 7.77767 -3.31442 -2.8063 6.56292 -3.26064 -2.34789 4.17257 -3.02267 0.42046 4.80693 -2.60698 -0.24051 3.19459 -1.35184 -0.12978 4.46804,C C C C H H H H H H H H C C C C H H H H H H H H,"['C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']"
CC=CC,CC=CC,0,0,12,12,11102,370K,1969520,106,49205726,avdz,0.00446,-0.01168,-0.01045,-0.00859,-0.00975,-0.00314,-0.00327,-0.01767,-0.01702,0.00065,0.00426,-0.01142,-0.01044,-0.0176,0.00427,-0.0115,-0.01045,-0.01768,-0.01137,-0.01043,-0.01754,-0.01689,0.0043,0.00433,0.0,0.00371,0.0,0.00432,1e-05,1e-05,-4e-05,0.0,-0.02126,0.0,0.0,-0.00103,-0.018,-0.01749,-0.02011,-0.01483,2.52104 7.62859 1.31247 2.02196 6.63833 0.31511 1.51409 5.44538 0.60872 1.28826 4.80514 1.97279 1.67961 8.09216 1.85443 3.06494 8.41746 0.76615 3.20572 7.17413 2.04819 2.13566 6.9429 -0.73366 1.2584 4.79829 -0.24069 1.98396 3.96444 2.13348 0.25526 4.42239 2.02773 1.43396 5.54172 2.78077 -3.7458 0.14739 -2.93386 -4.61859 0.35701 -4.10566 -5.95758 0.31382 -4.05065 -6.81645 0.16643 -2.79589 -2.77257 0.66348 -2.98943 -3.56548 -0.93992 -2.89086 -4.25543 0.45647 -2.00577 -4.17048 0.56272 -5.08673 -6.51528 0.41168 -4.9914 -7.3683 1.09395 -2.56838 -6.15963 -0.07059 -1.94206 -7.54319 -0.65411 -2.91908,C C C C H H H H H H H H C C C C H H H H H H H H,"['C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']"
CC=CC,CC=CC,0,0,12,12,11102,370K,1969520,107,49205727,avdz,0.00135,-0.083,-0.08281,-0.06117,-0.08433,-0.02582,-0.02678,-0.16446,-0.16998,-0.00551,0.00152,-0.08513,-0.0847,-0.1683,0.00149,-0.08477,-0.08443,-0.1677,-0.08539,-0.0849,-0.16876,-0.17427,-0.00381,0.002,0.00011,-0.00438,0.00015,-0.00377,0.00634,0.00634,-0.00024,0.00014,-0.16954,0.00013,0.00043,-0.0075,-0.174,-0.17536,-0.18385,-0.16608,2.52104 7.62859 1.31247 2.02196 6.63833 0.31511 1.51409 5.44538 0.60872 1.28826 4.80514 1.97279 1.67961 8.09216 1.85443 3.06494 8.41746 0.76615 3.20572 7.17413 2.04819 2.13566 6.9429 -0.73366 1.2584 4.79829 -0.24069 1.98396 3.96444 2.13348 0.25526 4.42239 2.02773 1.43396 5.54172 2.78077 -1.60117 2.92787 6.08288 -1.8299 3.36136 7.56967 -1.1035 2.92132 8.62482 -0.00865 1.85662 8.56104 -1.5138 3.85406 5.49029 -2.49313 2.37536 5.74265 -0.70967 2.30565 5.89666 -2.56063 4.16958 7.70543 -1.33062 3.37197 9.59998 -0.25747 1.01463 9.22867 0.88995 2.3624 8.95258 0.2216 1.45548 7.5597,C C C C H H H H H H H H C C C C H H H H H H H H,"['C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']"
CC=CC,CC=CC,0,0,12,12,11102,370K,1969520,108,49205728,avdz,0.00254,-0.02293,-0.02212,-0.01699,-0.02217,-0.00687,-0.00717,-0.04251,-0.0435,-0.00099,0.00255,-0.02295,-0.02227,-0.04267,0.00255,-0.02298,-0.02226,-0.04269,-0.02294,-0.02227,-0.04266,-0.04365,0.00257,0.00262,0.0,0.00209,0.0,0.00255,6e-05,6e-05,-8e-05,0.0,-0.04466,0.0,0.0,-0.002,-0.04412,-0.04307,-0.04721,-0.03878,2.52104 7.62859 1.31247 2.02196 6.63833 0.31511 1.51409 5.44538 0.60872 1.28826 4.80514 1.97279 1.67961 8.09216 1.85443 3.06494 8.41746 0.76615 3.20572 7.17413 2.04819 2.13566 6.9429 -0.73366 1.2584 4.79829 -0.24069 1.98396 3.96444 2.13348 0.25526 4.42239 2.02773 1.43396 5.54172 2.78077 -2.39606 -1.04824 7.35254 -2.9181 -1.8616 6.16786 -2.8807 -1.58947 4.86974 -2.4186 -0.33528 4.27725 -3.14242 -1.00801 8.16366 -2.27315 -0.03396 6.93692 -1.43165 -1.37349 7.77767 -3.31442 -2.8063 6.56292 -3.26064 -2.34789 4.17257 -3.02267 0.42046 4.80693 -2.60698 -0.24051 3.19459 -1.35184 -0.12978 4.46804,C C C C H H H H H H H H C C C C H H H H H H H H,"['C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']"
CC=CC,CC=CC,0,0,12,12,11102,370K,1969520,109,49205729,avdz,0.00306,-0.02711,-0.02633,-0.01882,-0.02544,-0.00802,-0.0083,-0.05039,-0.04922,0.00117,0.00289,-0.02714,-0.02656,-0.05081,0.00289,-0.02717,-0.02655,-0.05083,-0.02711,-0.02657,-0.05079,-0.04963,0.00289,0.00301,0.0,0.00224,0.0,0.00287,0.00016,0.00016,-0.0001,0.0,-0.05299,0.0,1e-05,-0.00383,-0.05389,-0.05171,-0.05623,-0.04695,2.52104 7.62859 1.31247 2.02196 6.63833 0.31511 1.51409 5.44538 0.60872 1.28826 4.80514 1.97279 1.67961 8.09216 1.85443 3.06494 8.41746 0.76615 3.20572 7.17413 2.04819 2.13566 6.9429 -0.73366 1.2584 4.79829 -0.24069 1.98396 3.96444 2.13348 0.25526 4.42239 2.02773 1.43396 5.54172 2.78077 2.04188 -0.1514 -3.50066 2.09401 -0.27987 -5.0325 1.21619 -0.92725 -5.84136 0.01934 -1.65099 -5.26389 3.08244 -0.29058 -3.16235 1.40913 -0.91314 -3.01487 1.6986 0.84694 -3.18114 2.96596 0.1727 -5.5229 1.33771 -0.94127 -6.93252 -0.35587 -2.46551 -5.90606 -0.75509 -0.86819 -5.20002 0.19676 -2.0537 -4.25247,C C C C H H H H H H H H C C C C H H H H H H H H,"['C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']"
CC=CC,CC=CC,0,0,12,12,11102,370K,1969520,110,49205730,avdz,-0.00281,-0.03348,-0.03476,-0.02061,-0.0324,-0.00989,-0.01018,-0.07105,-0.06571,0.00533,-0.00285,-0.03412,-0.03526,-0.07223,-0.00291,-0.03396,-0.03519,-0.07206,-0.03424,-0.03532,-0.07241,-0.06707,-0.00257,-0.00231,1e-05,-0.00264,1e-05,-0.00267,0.00056,0.00056,-0.00054,1e-05,-0.06923,1e-05,2e-05,-0.00522,-0.07707,-0.07333,-0.07849,-0.06785,1.38084 -3.93216 1.40143 0.79724 -4.27323 0.07201 1.25072 -3.85502 -1.09189 2.37694 -2.8981 -1.30366 0.65497 -4.09278 2.21625 1.7074 -2.87885 1.42374 2.25821 -4.57637 1.57979 -0.09256 -4.9134 0.13568 0.77547 -4.23661 -2.0052 3.32449 -3.30146 -0.90863 2.08353 -2.02751 -0.69326 2.54329 -2.56076 -2.34055 -3.7458 0.14739 -2.93386 -4.61859 0.35701 -4.10566 -5.95758 0.31382 -4.05065 -6.81645 0.16643 -2.79589 -2.77257 0.66348 -2.98943 -3.56548 -0.93992 -2.89086 -4.25543 0.45647 -2.00577 -4.17048 0.56272 -5.08673 -6.51528 0.41168 -4.9914 -7.3683 1.09395 -2.56838 -6.15963 -0.07059 -1.94206 -7.54319 -0.65411 -2.91908,C C C C H H H H H H H H C C C C H H H H H H H H,"['C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']"
CC=CC,CC=CC,0,0,12,12,11102,370K,1969520,111,49205731,avdz,0.00152,-0.00808,-0.00777,-0.00568,-0.00726,-0.00221,-0.0023,-0.01433,-0.01363,0.0007,0.00148,-0.0081,-0.00782,-0.01444,0.00148,-0.00812,-0.00782,-0.01446,-0.00808,-0.00782,-0.01442,-0.01372,0.00151,0.00151,0.0,0.00135,0.0,0.00152,0.0,0.0,-4e-05,0.0,-0.01575,0.0,0.0,-0.00102,-0.01529,-0.01439,-0.01657,-0.01219,1.38084 -3.93216 1.40143 0.79724 -4.27323 0.07201 1.25072 -3.85502 -1.09189 2.37694 -2.8981 -1.30366 0.65497 -4.09278 2.21625 1.7074 -2.87885 1.42374 2.25821 -4.57637 1.57979 -0.09256 -4.9134 0.13568 0.77547 -4.23661 -2.0052 3.32449 -3.30146 -0.90863 2.08353 -2.02751 -0.69326 2.54329 -2.56076 -2.34055 -1.60117 2.92787 6.08288 -1.8299 3.36136 7.56967 -1.1035 2.92132 8.62482 -0.00865 1.85662 8.56104 -1.5138 3.85406 5.49029 -2.49313 2.37536 5.74265 -0.70967 2.30565 5.89666 -2.56063 4.16958 7.70543 -1.33062 3.37197 9.59998 -0.25747 1.01463 9.22867 0.88995 2.3624 8.95258 0.2216 1.45548 7.5597,C C C C H H H H H H H H C C C C H H H H H H H H,"['C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']"
CC=CC,CC=CC,0,0,12,12,11102,370K,1969520,112,49205732,avdz,-0.03057,-0.06833,-0.07543,-0.03873,-0.06997,-0.02028,-0.02086,-0.17433,-0.15955,0.01478,-0.02937,-0.07074,-0.0767,-0.17681,-0.0295,-0.07031,-0.07656,-0.17636,-0.07106,-0.0768,-0.17723,-0.16244,-0.0294,-0.02839,3e-05,-0.02849,3e-05,-0.02952,0.00167,0.00167,-0.00094,4e-05,-0.14803,3e-05,0.0001,-0.00892,-0.18555,-0.17121,-0.18334,-0.15648,1.38084 -3.93216 1.40143 0.79724 -4.27323 0.07201 1.25072 -3.85502 -1.09189 2.37694 -2.8981 -1.30366 0.65497 -4.09278 2.21625 1.7074 -2.87885 1.42374 2.25821 -4.57637 1.57979 -0.09256 -4.9134 0.13568 0.77547 -4.23661 -2.0052 3.32449 -3.30146 -0.90863 2.08353 -2.02751 -0.69326 2.54329 -2.56076 -2.34055 -2.39606 -1.04824 7.35254 -2.9181 -1.8616 6.16786 -2.8807 -1.58947 4.86974 -2.4186 -0.33528 4.27725 -3.14242 -1.00801 8.16366 -2.27315 -0.03396 6.93692 -1.43165 -1.37349 7.77767 -3.31442 -2.8063 6.56292 -3.26064 -2.34789 4.17257 -3.02267 0.42046 4.80693 -2.60698 -0.24051 3.19459 -1.35184 -0.12978 4.46804,C C C C H H H H H H H H C C C C H H H H H H H H,"['C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']"
CC=CC,CC=CC,0,0,12,12,11102,370K,1969520,113,49205733,avdz,2.3244,-1.14927,-1.15851,-0.8309,-1.1385,-0.32371,-0.33241,0.01662,0.03128,0.01466,2.30265,-1.35781,-1.26147,-0.31663,2.30579,-1.31186,-1.247,-0.25307,-1.39134,-1.27203,-0.36072,-0.34606,-1.18684,2.65058,0.03614,-1.33532,0.03933,-1.19726,3.82542,3.80517,-0.3747,0.39249,-2.9561,0.09079,0.16878,-0.38264,-0.43323,-0.42002,-0.49156,-0.34767,1.38084 -3.93216 1.40143 0.79724 -4.27323 0.07201 1.25072 -3.85502 -1.09189 2.37694 -2.8981 -1.30366 0.65497 -4.09278 2.21625 1.7074 -2.87885 1.42374 2.25821 -4.57637 1.57979 -0.09256 -4.9134 0.13568 0.77547 -4.23661 -2.0052 3.32449 -3.30146 -0.90863 2.08353 -2.02751 -0.69326 2.54329 -2.56076 -2.34055 2.04188 -0.1514 -3.50066 2.09401 -0.27987 -5.0325 1.21619 -0.92725 -5.84136 0.01934 -1.65099 -5.26389 3.08244 -0.29058 -3.16235 1.40913 -0.91314 -3.01487 1.6986 0.84694 -3.18114 2.96596 0.1727 -5.5229 1.33771 -0.94127 -6.93252 -0.35587 -2.46551 -5.90606 -0.75509 -0.86819 -5.20002 0.19676 -2.0537 -4.25247,C C C C H H H H H H H H C C C C H H H H H H H H,"['C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']"
CC=CC,CC=CC,0,0,12,12,11102,370K,1969520,114,49205734,avdz,0.00033,-0.01212,-0.01212,-0.00792,-0.0113,-0.00344,-0.00357,-0.02391,-0.02234,0.00158,0.00041,-0.01219,-0.01218,-0.02397,0.0004,-0.0122,-0.01218,-0.02397,-0.01219,-0.01218,-0.02397,-0.02239,0.00044,0.00044,0.0,0.0006,0.0,0.00043,1e-05,1e-05,-4e-05,0.0,-0.02455,0.0,0.0,-0.00181,-0.02595,-0.024,-0.02684,-0.02113,1.38084 -3.93216 1.40143 0.79724 -4.27323 0.07201 1.25072 -3.85502 -1.09189 2.37694 -2.8981 -1.30366 0.65497 -4.09278 2.21625 1.7074 -2.87885 1.42374 2.25821 -4.57637 1.57979 -0.09256 -4.9134 0.13568 0.77547 -4.23661 -2.0052 3.32449 -3.30146 -0.90863 2.08353 -2.02751 -0.69326 2.54329 -2.56076 -2.34055 2.52104 7.62859 1.31247 2.02196 6.63833 0.31511 1.51409 5.44538 0.60872 1.28826 4.80514 1.97279 1.67961 8.09216 1.85443 3.06494 8.41746 0.76615 3.20572 7.17413 2.04819 2.13566 6.9429 -0.73366 1.2584 4.79829 -0.24069 1.98396 3.96444 2.13348 0.25526 4.42239 2.02773 1.43396 5.54172 2.78077,C C C C H H H H H H H H C C C C H H H H H H H H,"['C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']"
CC=CC,CC=CC,0,0,12,12,11102,370K,1969520,115,49205735,avdz,0.00617,-0.06098,-0.0596,-0.0426,-0.05698,-0.01742,-0.01804,-0.1144,-0.11083,0.00357,0.00653,-0.06145,-0.0603,-0.11522,0.00652,-0.06139,-0.0602,-0.11508,-0.06149,-0.06038,-0.11534,-0.11177,0.00624,0.00689,2e-05,0.00554,2e-05,0.00621,0.00091,0.00091,-0.00037,1e-05,-0.12084,2e-05,7e-05,-0.00576,-0.11975,-0.11586,-0.12351,-0.1075,-2.39272 5.64296 -1.36528 -1.69971 6.95896 -1.60581 -2.0376 8.16662 -1.09566 -3.25215 8.40535 -0.2027 -3.47128 5.80976 -1.20566 -1.9923 5.08175 -0.50429 -2.26191 5.0326 -2.27466 -0.84377 6.90503 -2.29143 -1.43624 9.06491 -1.28815 -4.12047 8.83967 -0.72614 -2.92596 9.10911 0.58147 -3.56615 7.46367 0.27818 -3.7458 0.14739 -2.93386 -4.61859 0.35701 -4.10566 -5.95758 0.31382 -4.05065 -6.81645 0.16643 -2.79589 -2.77257 0.66348 -2.98943 -3.56548 -0.93992 -2.89086 -4.25543 0.45647 -2.00577 -4.17048 0.56272 -5.08673 -6.51528 0.41168 -4.9914 -7.3683 1.09395 -2.56838 -6.15963 -0.07059 -1.94206 -7.54319 -0.65411 -2.91908,C C C C H H H H H H H H C C C C H H H H H H H H,"['C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']"
CC=CC,CC=CC,0,0,12,12,11102,370K,1969520,116,49205736,avdz,0.00034,-0.01381,-0.01358,-0.00934,-0.01284,-0.00394,-0.00408,-0.02704,-0.02578,0.00126,0.00035,-0.01382,-0.01364,-0.02711,0.00035,-0.01383,-0.01364,-0.02711,-0.01381,-0.01363,-0.0271,-0.02584,0.00037,0.00037,0.0,0.00013,0.0,0.0004,2e-05,2e-05,-3e-05,0.0,-0.02719,0.0,0.0,-0.00161,-0.02842,-0.0271,-0.03022,-0.02396,-2.39272 5.64296 -1.36528 -1.69971 6.95896 -1.60581 -2.0376 8.16662 -1.09566 -3.25215 8.40535 -0.2027 -3.47128 5.80976 -1.20566 -1.9923 5.08175 -0.50429 -2.26191 5.0326 -2.27466 -0.84377 6.90503 -2.29143 -1.43624 9.06491 -1.28815 -4.12047 8.83967 -0.72614 -2.92596 9.10911 0.58147 -3.56615 7.46367 0.27818 -1.60117 2.92787 6.08288 -1.8299 3.36136 7.56967 -1.1035 2.92132 8.62482 -0.00865 1.85662 8.56104 -1.5138 3.85406 5.49029 -2.49313 2.37536 5.74265 -0.70967 2.30565 5.89666 -2.56063 4.16958 7.70543 -1.33062 3.37197 9.59998 -0.25747 1.01463 9.22867 0.88995 2.3624 8.95258 0.2216 1.45548 7.5597,C C C C H H H H H H H H C C C C H H H H H H H H,"['C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']"
CC=CC,CC=CC,0,0,12,12,11102,370K,1969520,117,49205737,avdz,0.00138,-0.00862,-0.00824,-0.00624,-0.00805,-0.00251,-0.0026,-0.01548,-0.01541,6e-05,0.00138,-0.00859,-0.00825,-0.01546,0.00139,-0.00861,-0.00826,-0.01548,-0.00857,-0.00825,-0.01544,-0.01538,0.00142,0.00142,0.0,0.00133,0.0,0.00141,1e-05,1e-05,-4e-05,0.0,-0.01676,0.0,0.0,-0.00114,-0.01652,-0.01543,-0.01768,-0.01318,-2.39272 5.64296 -1.36528 -1.69971 6.95896 -1.60581 -2.0376 8.16662 -1.09566 -3.25215 8.40535 -0.2027 -3.47128 5.80976 -1.20566 -1.9923 5.08175 -0.50429 -2.26191 5.0326 -2.27466 -0.84377 6.90503 -2.29143 -1.43624 9.06491 -1.28815 -4.12047 8.83967 -0.72614 -2.92596 9.10911 0.58147 -3.56615 7.46367 0.27818 -2.39606 -1.04824 7.35254 -2.9181 -1.8616 6.16786 -2.8807 -1.58947 4.86974 -2.4186 -0.33528 4.27725 -3.14242 -1.00801 8.16366 -2.27315 -0.03396 6.93692 -1.43165 -1.37349 7.77767 -3.31442 -2.8063 6.56292 -3.26064 -2.34789 4.17257 -3.02267 0.42046 4.80693 -2.60698 -0.24051 3.19459 -1.35184 -0.12978 4.46804,C C C C H H H H H H H H C C C C H H H H H H H H,"['C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']"
CC=CC,CC=CC,0,0,12,12,11102,370K,1969520,118,49205738,avdz,-0.00116,-0.0169,-0.01726,-0.01087,-0.01625,-0.00484,-0.00499,-0.03532,-0.03312,0.00219,-0.00094,-0.01721,-0.01739,-0.03554,-0.00095,-0.01716,-0.01738,-0.03549,-0.01725,-0.0174,-0.03559,-0.03339,-0.00088,-0.00084,0.0,-0.00049,0.0,-0.0009,3e-05,3e-05,-7e-05,0.0,-0.035,0.0,0.0,-0.00164,-0.03758,-0.0354,-0.03919,-0.03156,-2.39272 5.64296 -1.36528 -1.69971 6.95896 -1.60581 -2.0376 8.16662 -1.09566 -3.25215 8.40535 -0.2027 -3.47128 5.80976 -1.20566 -1.9923 5.08175 -0.50429 -2.26191 5.0326 -2.27466 -0.84377 6.90503 -2.29143 -1.43624 9.06491 -1.28815 -4.12047 8.83967 -0.72614 -2.92596 9.10911 0.58147 -3.56615 7.46367 0.27818 2.04188 -0.1514 -3.50066 2.09401 -0.27987 -5.0325 1.21619 -0.92725 -5.84136 0.01934 -1.65099 -5.26389 3.08244 -0.29058 -3.16235 1.40913 -0.91314 -3.01487 1.6986 0.84694 -3.18114 2.96596 0.1727 -5.5229 1.33771 -0.94127 -6.93252 -0.35587 -2.46551 -5.90606 -0.75509 -0.86819 -5.20002 0.19676 -2.0537 -4.25247,C C C C H H H H H H H H C C C C H H H H H H H H,"['C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']"
CC=CC,CC=CC,0,0,12,12,11102,370K,1969520,119,49205739,avdz,0.77983,-0.87879,-0.7224,-0.65675,-0.61663,-0.21546,-0.21933,-0.82136,-0.709,0.11236,0.75596,-0.90159,-0.7499,-0.89552,0.75868,-0.89506,-0.74433,-0.88071,-0.90635,-0.75396,-0.90435,-0.79199,0.26229,0.8362,0.00846,0.18936,0.00819,0.26286,0.50611,0.50567,-0.10573,0.07545,-1.63889,0.02577,0.05429,-0.03571,-0.85585,-0.72338,-0.80555,-0.64641,-2.39272 5.64296 -1.36528 -1.69971 6.95896 -1.60581 -2.0376 8.16662 -1.09566 -3.25215 8.40535 -0.2027 -3.47128 5.80976 -1.20566 -1.9923 5.08175 -0.50429 -2.26191 5.0326 -2.27466 -0.84377 6.90503 -2.29143 -1.43624 9.06491 -1.28815 -4.12047 8.83967 -0.72614 -2.92596 9.10911 0.58147 -3.56615 7.46367 0.27818 2.52104 7.62859 1.31247 2.02196 6.63833 0.31511 1.51409 5.44538 0.60872 1.28826 4.80514 1.97279 1.67961 8.09216 1.85443 3.06494 8.41746 0.76615 3.20572 7.17413 2.04819 2.13566 6.9429 -0.73366 1.2584 4.79829 -0.24069 1.98396 3.96444 2.13348 0.25526 4.42239 2.02773 1.43396 5.54172 2.78077,C C C C H H H H H H H H C C C C H H H H H H H H,"['C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']"
CC=CC,CC=CC,0,0,12,12,11102,370K,1969520,120,49205740,avdz,-0.0018,-0.00384,-0.00438,-0.00198,-0.00411,-0.00119,-0.00122,-0.01003,-0.00908,0.00095,-0.00176,-0.00396,-0.00442,-0.01013,-0.00177,-0.00393,-0.00441,-0.01012,-0.00398,-0.00442,-0.01015,-0.0092,-0.00174,-0.00174,0.0,-0.00154,0.0,-0.00175,0.0,0.0,-2e-05,-0.0,-0.00858,0.0,0.0,-0.00048,-0.01083,-0.01008,-0.01141,-0.00873,-2.39272 5.64296 -1.36528 -1.69971 6.95896 -1.60581 -2.0376 8.16662 -1.09566 -3.25215 8.40535 -0.2027 -3.47128 5.80976 -1.20566 -1.9923 5.08175 -0.50429 -2.26191 5.0326 -2.27466 -0.84377 6.90503 -2.29143 -1.43624 9.06491 -1.28815 -4.12047 8.83967 -0.72614 -2.92596 9.10911 0.58147 -3.56615 7.46367 0.27818 1.38084 -3.93216 1.40143 0.79724 -4.27323 0.07201 1.25072 -3.85502 -1.09189 2.37694 -2.8981 -1.30366 0.65497 -4.09278 2.21625 1.7074 -2.87885 1.42374 2.25821 -4.57637 1.57979 -0.09256 -4.9134 0.13568 0.77547 -4.23661 -2.0052 3.32449 -3.30146 -0.90863 2.08353 -2.02751 -0.69326 2.54329 -2.56076 -2.34055,C C C C H H H H H H H H C C C C H H H H H H H H,"['C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']"
CC=CC,CC=CC,0,0,12,12,11102,370K,1969520,121,49205741,avdz,0.06324,-0.29549,-0.29078,-0.22437,-0.29572,-0.09041,-0.09396,-0.52303,-0.54725,-0.02423,0.06215,-0.3079,-0.30002,-0.54577,0.06246,-0.30516,-0.29852,-0.54122,-0.30991,-0.30111,-0.54887,-0.5731,-0.03125,0.07263,0.00154,-0.04358,0.00195,-0.03218,0.1086,0.10858,-0.00541,0.00308,-0.61363,0.00289,0.00708,-0.0298,-0.55937,-0.56626,-0.58638,-0.54445,0.0 0.0 0.0 0.12964 0.71288 1.32852 -0.69358 1.62653 1.88645 -1.96364 2.15226 1.21395 0.01033 -1.10237 0.03591 0.82099 0.33839 -0.65427 -0.95736 0.32877 -0.43817 0.98933 0.3831 1.92666 -0.43828 2.08719 2.84989 -1.71797 3.08971 0.68723 -2.74899 2.36289 1.95925 -2.35944 1.42988 0.48038 -3.7458 0.14739 -2.93386 -4.61859 0.35701 -4.10566 -5.95758 0.31382 -4.05065 -6.81645 0.16643 -2.79589 -2.77257 0.66348 -2.98943 -3.56548 -0.93992 -2.89086 -4.25543 0.45647 -2.00577 -4.17048 0.56272 -5.08673 -6.51528 0.41168 -4.9914 -7.3683 1.09395 -2.56838 -6.15963 -0.07059 -1.94206 -7.54319 -0.65411 -2.91908,C C C C H H H H H H H H C C C C H H H H H H H H,"['C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'C', 'C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']"
